Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT2G18160	Locus:2053124	AT5G24800	Locus:2149403	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT2G18160	Locus:2053124	AT5G28770	Locus:2184251	IPI	yeast two-hybrid assay	Publication:501719057	PMID:16709202	4/5/07	TAIR
AT2G18350	Locus:2062141	AT5G65410	Locus:2168240	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT2G18790	Locus:2005515	AT1G10470	Locus:2194584	IDA	in vitro reconstitution assay with recombinant protein	Publication:1546057	PMID:11691995	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT2G25930	Locus:2043520	IDA	in vitro reconstitution assay with recombinant protein	Publication:501680722	PMID:11402161	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT2G32950	Locus:2059359	IPI	yeast two-hybrid assay	Publication:1546197	PMID:11752373	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT2G43010	Locus:2053733	IDA	in vitro reconstitution assay with recombinant protein	Publication:501714259	PMID:15486100	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT3G59060	Locus:2077680	IDA	in vitro reconstitution assay with recombinant protein	Publication:501714259	PMID:15486100	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT4G16250	Locus:2005535	IDA	affinity capture	Publication:501712800	PMID:15273290	5/22/09	BIOGRID
AT2G18790	Locus:2005515	AT5G57360	Locus:2172994	IPI	yeast two-hybrid assay	Publication:501679409	PMID:11260718	6/18/06	TAIR
AT2G18790	Locus:2005515	AT5G63310	Locus:2161922	IDA	in vitro reconstitution assay with recombinant protein	Publication:501714736	PMID:15561724	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT1G56280	Locus:2011856	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT5G15840	Locus:2143206	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/11/06	TAIR
AT2G18915	Locus:505006254	AT5G15850	Locus:2143221	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/11/06	TAIR
AT2G18915	Locus:505006254	AT5G57360	Locus:2172994	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT2G18915	Locus:505006254	AT5G57660	Locus:2172545	IPI	yeast two-hybrid assay	Publication:501716389	PMID:15937324	5/22/09	BIOGRID
AT2G19080	Locus:2059024	AT3G54660	Locus:2102410	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT2G19430	Locus:2047635	AT4G21100	Locus:2127368	IPI	Co-immunoprecipitation	Publication:501723872	PMID:18223036	3/8/08	TAIR
AT2G20180	Locus:2061634	AT2G18790	Locus:2005515	IPI	Co-immunoprecipitation	Publication:501714259	PMID:15486100	3/3/06	TAIR
AT2G20180	Locus:2061634	AT5G61380	Locus:2163198	IPI	yeast two-hybrid assay	Publication:501706884	PMID:12826627	8/7/03	TAIR
AT2G22475	Locus:505006267	AT5G24520	Locus:2153914	IPI	fusion protein pull-down assay	Publication:501723034	PMID:17450124	10/3/07	TAIR
AT2G22540	Locus:2041233	AT5G10140	Locus:2184118	IDA	affinity capture	Publication:501727388	PMID:18606145	5/22/09	BIOGRID
AT2G22640	Locus:2066055	AT2G40220	Locus:2005490	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G23430	Locus:2046778	AT3G48750	Locus:2099478	IDA	in vitro binding assay	Publication:2158	PMID:9753775	3/10/06	TAIR
AT2G23430	Locus:2046778	AT4G34160	Locus:2124331	IDA	in vitro reconstitution assay with recombinant protein	Publication:2158	PMID:9753775	5/22/09	BIOGRID
AT2G25490	Locus:2040105	AT4G34210	Locus:2124281	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G25490	Locus:2040105	AT4G34470	Locus:2139504	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G25490	Locus:2040105	AT5G42190	Locus:2165825	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G25700	Locus:2050281	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT2G25700	Locus:2050281	AT3G61590	Locus:2082797	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/3/06	TAIR
AT2G25930	Locus:2043520	AT2G32950	Locus:2059359	IDA	affinity capture		PMID:19061637	5/22/09	BIOGRID
AT2G26300	Locus:2005529	AT1G52920	Locus:2011466	IPI	split-reporter assay	Publication:501721123	PMID:17347412	4/26/07	TAIR
AT2G26300	Locus:2005529	AT1G64990	Locus:2010796	IPI	yeast two-hybrid assay		PMID:19135895	5/22/09	BIOGRID
AT2G26300	Locus:2005529	AT3G26090	Locus:2092180	IPI	fluorescence resonance energy transfer (FRET)	Publication:501723319	PMID:17951432	8/22/08	TAIR
AT2G26300	Locus:2005529	AT3G59220	Locus:2081187	IPI	yeast two-hybrid assay	Publication:501707745	PMID:12837948	5/22/09	BIOGRID
AT2G26300	Locus:2005529	AT4G27630	Locus:2137702	IPI	yeast two-hybrid assay		PMID:19135895	5/22/09	BIOGRID
AT2G27100	Locus:2059294	AT1G09700	Locus:2024407	IPI	yeast two-hybrid assay	Publication:501719820	PMID:16889646	3/26/07	TAIR
AT2G27230	Locus:2039580	AT5G08130	Locus:2181549	IPI	yeast two-hybrid assay	Publication:501722646	PMID:17626058	8/13/07	TAIR
AT2G30360	Locus:2065781	AT5G55990	Locus:2161760	IDA	affinity capture	Publication:501721633	PMID:17483306	5/22/09	BIOGRID
AT2G31070	Locus:2055861	AT5G39340	Locus:2175643	IPI	yeast two-hybrid assay	Publication:501680317	PMID:11158442	2/29/08	TAIR
AT2G31270	Locus:2042541	AT5G42480	Locus:2162341	IPI	yeast two-hybrid assay	Publication:501716547	PMID:15928083	6/9/06	TAIR
AT2G32710	Locus:2046427	AT3G48750	Locus:2099478	IPI	yeast two-hybrid assay	Publication:501706559		3/30/06	TAIR
AT2G32950	Locus:2059359	AT2G31380	Locus:2061330	IDA	in vitro assay	Publication:501728726	PMID:18796637	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT2G46340	Locus:2039139	IDA	affinity capture	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT3G15354	Locus:504955771	IDA	affinity capture	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT4G08920	Locus:2138728	IPI	yeast two-hybrid assay	Publication:501724199	PMID:18252844	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT4G11110	Locus:2136133	IDA	affinity capture	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT4G25560	Locus:2131844	IDA	in vitro reconstitution assay with recombinant protein		PMID:12827204	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT5G11260	Locus:2148007	IDA	in vitro assay	Publication:501711488	PMID:14597662	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT5G15840	Locus:2143206	IDA	in vitro reconstitution assay with recombinant protein	Publication:501724073	PMID:18296627	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT5G41790	Locus:2152985	IDA	in vitro reconstitution assay with recombinant protein	Publication:4412	PMID:7753789	5/22/09	BIOGRID
AT2G32950	Locus:2059359	AT5G64920	Locus:2177684	IDA	in vitro reconstitution assay with recombinant protein		PMID:12827204	5/22/09	BIOGRID
AT2G33610	Locus:2051028	AT2G47620	Locus:2043263	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	8/29/03	TAIR
AT2G33610	Locus:2051028	AT3G17590	Locus:2090512	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	8/29/03	TAIR
AT2G34650	Locus:2062268	AT5G54490	Locus:2147294	IPI	yeast two-hybrid assay	Publication:501707693	PMID:12857841	6/14/06	TAIR
AT2G34690	Locus:2061529	AT5G16840	Locus:2148970	IPI	yeast two-hybrid assay	Publication:501728985	PMID:18845362	5/22/09	BIOGRID
AT2G35190	Locus:2063459	AT5G16830	Locus:2148960	IDA	affinity capture	Publication:501681563	PMID:12068098	5/22/09	BIOGRID
AT2G36250	Locus:2049455	AT5G42480	Locus:2162341	IPI	yeast two-hybrid assay	Publication:501717486	PMID:16146521	5/8/06	TAIR
AT2G36250	Locus:2049455	AT5G55280	Locus:2161610	IPI	fluorescence resonance energy transfer (FRET)	Publication:501717486	PMID:16146521	5/8/06	TAIR
AT2G37560	Locus:2040706	AT4G12620	Locus:2135575	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/2/06	TAIR
AT2G37560	Locus:2040706	AT4G14700	Locus:2130090	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/2/06	TAIR
AT2G37560	Locus:2040706	AT4G29910	Locus:2123934	IPI	Co-immunoprecipitation	Publication:501717676	PMID:16179646	5/2/06	TAIR
AT2G37560	Locus:2040706	AT5G16690	Locus:2148995	IPI	yeast two-hybrid assay	Publication:501717676	PMID:16179646	5/2/06	TAIR
AT2G38170	Locus:2042852	AT5G35410	Locus:2155233	IPI	yeast two-hybrid assay	Publication:501711508	PMID:14583601	6/14/06	TAIR
AT2G38230	Locus:2042932	AT5G60540	Locus:2175083	IPI	yeast two-hybrid assay	Publication:501719430	PMID:16766694	2/20/07	TAIR
AT2G38440	Locus:2057155	AT2G40220	Locus:2005490	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G38470	Locus:2057212	AT4G01370	Locus:2124943	IDA	affinity capture	Publication:501727265	PMID:18650934	5/22/09	BIOGRID
AT2G38880	Locus:2064996	AT5G15840	Locus:2143206	IPI	Co-immunoprecipitation	Publication:501720277	PMID:17138697	4/5/07	TAIR
AT2G39940	Locus:2061136	AT3G17860	Locus:2088530	IPI	yeast two-hybrid assay	Publication:501725158	PMID:18547396	5/22/09	BIOGRID
AT2G39940	Locus:2061136	AT4G34210	Locus:2124281	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G39940	Locus:2061136	AT4G34470	Locus:2139504	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G39940	Locus:2061136	AT5G20570	Locus:2149927	IPI	Co-immunoprecipitation	Publication:501681819	PMID:12172031	2/21/06	TAIR
AT2G39940	Locus:2061136	AT5G42190	Locus:2165825	IPI	yeast two-hybrid assay	Publication:501712002	PMID:14749489	5/22/09	BIOGRID
AT2G40670	Locus:2064791	AT5G08720	Locus:504956340	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G41310	Locus:2040282	AT5G39340	Locus:2175643	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G42620	Locus:2041499	AT4G02570	Locus:2132377	IPI	Co-immunoprecipitation	Publication:501721128	PMID:17346265	8/22/08	TAIR
AT2G42810	Locus:2052345	AT2G18790	Locus:2005515	IPI	yeast two-hybrid assay	Publication:501715318	PMID:15707897	5/3/06	TAIR
AT2G43160	Locus:2040981	AT1G48760	Locus:2008129	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721044	PMID:17277094	5/22/09	BIOGRID
AT2G45640	Locus:2043704	AT3G15210	Locus:2087065	IDA	in vitro binding assay	Publication:501718349	PMID:16429262	6/13/06	TAIR
AT2G45640	Locus:2043704	AT4G38130	Locus:2120948	IPI	yeast two-hybrid assay	Publication:501718349	PMID:16429262	6/13/06	TAIR
AT2G46020	Locus:2062999	AT2G33610	Locus:2051028	IPI	yeast two-hybrid assay	Publication:501719194	PMID:16845477	3/22/07	TAIR
AT2G46020	Locus:2062999	AT3G17590	Locus:2090512	IPI	yeast two-hybrid assay	Publication:501713185	PMID:15371304	3/22/07	TAIR
AT2G46280	Locus:2063009	AT4G21100	Locus:2127368	IPI	Co-immunoprecipitation	Publication:501723872	PMID:18223036	3/8/08	TAIR
AT2G46280	Locus:2063009	AT4G39400	Locus:2005498	IPI	Co-immunoprecipitation	Publication:501716492	PMID:15998311	3/3/06	TAIR
AT2G46340	Locus:2039139	AT3G15354	Locus:504955771	IDA	co-fractionation	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT2G46340	Locus:2039139	AT4G11110	Locus:2136133	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT2G46340	Locus:2039139	AT5G15840	Locus:2143206	IPI	fluorescence resonance energy transfer (FRET)	Publication:501719595	PMID:16854975	5/22/09	BIOGRID
AT2G46790	Locus:2044376	AT5G61380	Locus:2163198	IPI	yeast two-hybrid assay	Publication:501711376	PMID:14634162	5/8/06	TAIR
AT2G46830	Locus:2044345	AT4G17640	Locus:2129316	IPI	yeast two-hybrid assay	Publication:2220	PMID:9724822	5/22/09	BIOGRID
AT2G46830	Locus:2044345	AT5G47080	Locus:2152002	IDA	in vitro reconstitution assay with recombinant protein	Publication:2220	PMID:9724822	5/22/09	BIOGRID
AT2G46830	Locus:2044345	AT5G67380	Locus:2158207	IDA	in vitro reconstitution assay with recombinant protein	Publication:2220	PMID:9724822	5/22/09	BIOGRID
AT2G47430	Locus:2061971	AT5G39340	Locus:2175643	IPI	yeast two-hybrid assay	Publication:156	PMID:10930573	2/29/08	TAIR
AT3G01090	Locus:2102132	AT3G51260	Locus:2080833	IPI	Co-purification	Publication:1346131	PMID:11387208	9/22/03	TAIR
AT3G01090	Locus:2102132	AT4G15900	Locus:2005539	IPI	yeast two-hybrid assay	Publication:1579	PMID:10220464	3/3/06	TAIR
AT3G04280	Locus:2102960	AT5G39340	Locus:2175643	IPI	split-reporter assay	Publication:501727342	PMID:18625081	5/22/09	BIOGRID
AT3G05120	Locus:2096314	AT1G66350	Locus:2201557	IPI	yeast two-hybrid assay	Publication:501719058	PMID:16709201	6/14/06	TAIR
AT3G05120	Locus:2096314	AT2G01570	Locus:2005516	IPI	yeast two-hybrid assay	Publication:501720506	PMID:17194763	5/22/09	BIOGRID
AT3G05120	Locus:2096314	AT3G03450	Locus:2099624	IPI	yeast two-hybrid assay	Publication:501719058	PMID:16709201	6/14/06	TAIR
AT3G05120	Locus:2096314	AT5G17490	Locus:2157477	IPI	yeast two-hybrid assay	Publication:501719058	PMID:16709201	6/14/06	TAIR
AT3G07370	Locus:2079716	AT1G50250	Locus:2011952	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT3G52590	Locus:2079924	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT3G62250	Locus:2098003	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT4G27960	Locus:2132977	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT5G41700	Locus:2160462	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT5G45390	Locus:2163538	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G07370	Locus:2079716	AT5G53300	Locus:2154207	IPI	yeast two-hybrid assay	Publication:501718834	PMID:16640601	6/7/06	TAIR
AT3G08850	Locus:2097633	AT3G08730	Locus:2077873	IPI	Co-immunoprecipitation	Publication:501718154	PMID:16377759	5/3/06	TAIR
AT3G08850	Locus:2097633	AT5G61960	Locus:2156166	IPI	yeast two-hybrid assay	Publication:501714721	PMID:15720729	5/3/06	TAIR
AT3G09840	Locus:2085064	AT5G10450	Locus:2142489	IPI	yeast two-hybrid assay	Publication:501714787	PMID:15592873	3/24/06	TAIR
AT3G09840	Locus:2085064	AT5G19280	Locus:2150220	IPI	yeast two-hybrid assay	Publication:501714787	PMID:15592873	3/24/06	TAIR
AT3G12400	Locus:2092477	AT4G21560	Locus:2119662	IPI	Co-immunoprecipitation	Publication:501720409	PMID:17090720	1/26/07	TAIR
AT3G12810	Locus:2087780	AT5G37055	Locus:505006661	IPI	Co-immunoprecipitation	Publication:501721282	PMID:17470967	8/29/07	TAIR
AT3G13300	Locus:2088165	AT5G13570	Locus:2173174	IPI	Co-immunoprecipitation	Publication:501720608	PMID:17158604	2/5/07	TAIR
AT3G13550	Locus:2092830	AT2G32950	Locus:2059359	IPI	yeast two-hybrid assay	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT3G13550	Locus:2092830	AT4G05420	Locus:2115909	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT3G13550	Locus:2092830	AT4G10180	Locus:2005505	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT3G13550	Locus:2092830	AT4G27960	Locus:2132977	IDA	in vitro reconstitution assay with recombinant protein		PMID:19061479	5/22/09	BIOGRID
AT3G13550	Locus:2092830	AT5G46210	Locus:2162060	IPI	yeast two-hybrid assay	Publication:501719202	PMID:16844902	5/22/09	BIOGRID
AT3G13570	Locus:2086804	AT1G09140	Locus:2195346	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G13570	Locus:2086804	AT1G23860	Locus:2199837	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G13570	Locus:2086804	AT3G55460	Locus:2099931	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G13570	Locus:2086804	AT5G18810	Locus:2144945	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G15354	Locus:504955771	AT4G11110	Locus:2136133	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728664	PMID:18812498	5/22/09	BIOGRID
AT3G15354	Locus:504955771	AT5G15840	Locus:2143206	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719595	PMID:16854975	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT3G21510	Locus:2089900	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT3G29350	Locus:2093817	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT3G52590	Locus:2079924	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT4G26000	Locus:2120755	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT5G39340	Locus:2175643	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G16890	Locus:2086032	AT3G02090	Locus:2078623	IDA	co-fractionation	Publication:501724032	PMID:18305213	5/22/09	BIOGRID
AT3G17510	Locus:2090537	AT4G17615	Locus:2129306	IPI	yeast two-hybrid assay	Publication:501720406	PMID:17092313	1/24/07	TAIR
AT3G17510	Locus:2090537	AT5G47100	Locus:2152012	IPI	none	Publication:501720406	PMID:17092313	8/22/08	TAIR
AT3G17590	Locus:2090512	AT2G47620	Locus:2043263	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	5/11/06	TAIR
AT3G17590	Locus:2090512	AT4G16280	Locus:2130364	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	5/11/06	TAIR
AT3G17609	Locus:1005716533	AT5G11260	Locus:2148007	IPI	fluorescence resonance energy transfer (FRET)	Publication:501719686	PMID:16925598	5/22/09	BIOGRID
AT3G18165	Locus:505006356	AT4G15900	Locus:2005539	IPI	Co-immunoprecipitation	Publication:501722483	PMID:17575050	8/14/07	TAIR
AT3G18524	Locus:2095097	AT4G02070	Locus:2132233	IDA	co-fractionation	Publication:329	PMID:10852942	9/1/06	TAIR
AT3G18524	Locus:2095097	AT4G25540	Locus:2131829	IDA	co-fractionation	Publication:329	PMID:10852942	9/1/06	TAIR
AT3G18690	Locus:2093959	AT2G38470	Locus:2057212	IPI	yeast two-hybrid assay	Publication:501716337	PMID:15990873	5/11/06	TAIR
AT3G19290	Locus:2090599	AT1G74740	Locus:2027227	IPI	yeast two-hybrid assay	Publication:501718038	PMID:16299177	5/22/09	BIOGRID
AT3G19290	Locus:2090599	AT3G57530	Locus:2103498	IDA	in vitro reconstitution assay with recombinant protein	Publication:501718038	PMID:16299177	5/22/09	BIOGRID
AT3G19350	Locus:2090654	AT2G26280	Locus:2057775	IPI	yeast two-hybrid assay	Publication:501728727	PMID:18796636	5/22/09	BIOGRID
AT3G19980	Locus:2095380	AT2G18790	Locus:2005515	IDA	in vitro binding assay	Publication:501682927	PMID:12468726	11/12/03	TAIR
AT3G21510	Locus:2089900	AT4G16110	Locus:2130095	IPI	yeast two-hybrid assay	Publication:501680248	PMID:11370868	2/17/06	TAIR
AT3G22170	Locus:2090394	AT4G15090	Locus:2129665	IPI	yeast two-hybrid assay	Publication:1547398	PMID:11889039	5/22/09	BIOGRID
AT3G25070	Locus:2090250	AT3G20600	Locus:2085725	IPI	yeast two-hybrid assay	Publication:501720211	PMID:17012600	8/22/08	TAIR
AT3G25070	Locus:2090250	AT4G26090	Locus:2005517	IPI	Co-immunoprecipitation	Publication:501683406	PMID:12581526	5/11/06	TAIR
AT3G25250	Locus:2090310	AT2G30740	Locus:2054502	IDA	in vitro assay	Publication:501720103	PMID:17040918	5/22/09	BIOGRID
AT3G25250	Locus:2090310	AT3G59350	Locus:2081277	IDA	in vitro assay	Publication:501720103	PMID:17040918	5/22/09	BIOGRID
AT3G26650	Locus:2090802	AT3G62410	Locus:2096009	IPI	Co-purification	Publication:501717821	PMID:16258009	4/25/06	TAIR
AT3G27080	Locus:2092045	AT3G54660	Locus:2102410	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT3G29160	Locus:2094672	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	9/23/03	TAIR
AT3G29160	Locus:2094672	AT3G51260	Locus:2080833	IPI	Co-purification	Publication:1346131	PMID:11387208	9/23/03	TAIR
AT3G29160	Locus:2094672	AT3G52180	Locus:2083845	IPI	yeast two-hybrid assay	Publication:501681879	PMID:12148529	5/22/09	BIOGRID
AT3G29160	Locus:2094672	AT4G15900	Locus:2005539	IPI	yeast two-hybrid assay	Publication:1579	PMID:10220464	8/2/04	TAIR
AT3G29350	Locus:2093817	AT4G16110	Locus:2130095	IPI	yeast two-hybrid assay	Publication:501680317	PMID:11158442	5/11/06	TAIR
AT3G45620	Locus:2085602	AT4G21100	Locus:2127368	IPI	Co-immunoprecipitation	Publication:501723872	PMID:18223036	3/8/08	TAIR
AT3G45640	Locus:2085632	AT5G63310	Locus:2161922	IPI	yeast two-hybrid assay	Publication:501682759	PMID:12506203	6/18/06	TAIR
AT3G47500	Locus:2079152	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/3/06	TAIR
AT3G47700	Locus:2100327	AT3G24315	Locus:505006367	IPI	yeast two-hybrid assay	Publication:501720503	PMID:17194767	3/9/07	TAIR
AT3G48100	Locus:2097870	AT2G30490	Locus:2064402	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT3G29350	Locus:2093817	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G48100	Locus:2097870	AT5G08720	Locus:504956340	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
